Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-08-26,1252.79,1252.79,1247.13,1249.97,691081
2019-08-27,1250.67,1252.45,1247.77,1247.77,176776
2019-08-28,1247.52,1248.6,1241.36,1246.01,503919
2019-08-29,1241.5,1245.82,1240.89,1244.68,97477
2019-08-30,1244.97,1250.36,1243.13,1246.45,205262
2019-09-02,1248.26,1248.61,1243.6,1245.05,161862
2019-09-03,1245.4,1245.4,1238.32,1240.03,335091
2019-09-04,1243.55,1243.55,1235.08,1235.08,246200
2019-09-05,1235.6,1239.04,1235.1,1235.1,190029
2019-09-06,1238.28,1238.47,1231.46,1233.57,269329
2019-09-09,1237.25,1237.26,1230.18,1231.25,103630
2019-09-10,1232.52,1232.52,1226.07,1226.89,182850
2019-09-11,1225.85,1229.9,1225.85,1229.66,157868
2019-09-12,1228.62,1229.92,1222.87,1223.57,248456
2019-09-13,1225.73,1228.94,1224.89,1225.43,240991
2019-09-16,1230.15,1233.29,1230.01,1231.93,92658
2019-09-17,1233.95,1233.95,1226.86,1229.79,269795
2019-09-18,1230.06,1233.77,1228.55,1233.78,286465
2019-09-19,1230.72,1233.8,1228.13,1232.17,943891
2019-09-20,1232.27,1234.09,1230.05,1232.67,100930
2019-09-23,1232.84,1238.95,1230.17,1238.95,204045
2019-09-24,1239.22,1239.22,1235.47,1235.47,75851
2019-09-25,1235.47,1238.22,1230.79,1232.05,74445
2019-09-26,1233.36,1233.43,1227.85,1233.43,84036
2019-09-27,1233.25,1234.91,1229.43,1234.91,168235
2019-09-30,1235.67,1237.23,1234.12,1235.22,307348
2019-10-01,1236.85,1238.22,1235.55,1235.87,278045
2019-10-02,1236.43,1238.62,1234.81,1238.62,874676
2019-10-03,1238.4,1239,1235.76,1236.19,302441
2019-10-04,1238.96,1240.18,1235.53,1237.55,209459
2019-10-07,1238.34,1240.63,1233.88,1233.88,409144
2019-10-08,1236.06,1240.42,1235.24,1240.37,437749
2019-10-09,1240.77,1240.77,1232.35,1232.75,889876
2019-10-10,1232.05,1236.13,1232.06,1235.43,117191
2019-10-11,1237.29,1237.69,1235.04,1235.77,194123
2019-10-14,1235.41,1237.15,1233.27,1236.07,118871
2019-10-15,1236.73,1239.23,1235.15,1235.69,165199
2019-10-16,1238.26,1239.56,1233.73,1234.03,164486
2019-10-17,1235.1,1236.18,1230.84,1234.88,268520
2019-10-18,1234.73,1239.79,1232.74,1236.38,268684
2019-10-21,1237.31,1238.7,1234.52,1237.8,283415
2019-10-22,1240.58,1244.7,1239.69,1241.34,167398
2019-10-23,1243.25,1243.25,1239.87,1241.14,99923
2019-10-24,1242.24,1244.84,1241.58,1243.55,187183
2019-10-25,1244.74,1249.01,1244.25,1244.56,302382
2019-10-28,1245.81,1250.72,1245.56,1246.34,265593
2019-10-29,1246.34,1248.52,1243.41,1247.46,113009
